Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,sex,identifiedBy,identificationRemarks,establismentMeans ,basisOfRecord,institutionID,datasetID,catalogNumber,institutionCode,collectionCode,individualCount,lifeStage,preparations,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-PIRU_0025,n,,Dasytinae B,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0025,,,1,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,C9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C9,,,United States,California,Ventura,Piru,Lake Piru,,467 m,EGM96,,,34.4978714,-118.7607651,34.4978714,-118.7607651,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0026,n,,Dasytinae B,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0026,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z3-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z3-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z3,,,United States,California,Ventura,Piru,Lake Piru,,422 m,EGM96,,,34.49761963,-118.7579346,34.49761963,-118.7579346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0027,y,SBBG-PIRU_0027,Ptininae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Bostrichiformia,,,,Bostrichoidea,,Ptinidae,Ptininae,,,,,,,,,,Jose M. Flores,to Ptininae,,,,SBBG-PIRU_,0027,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150005908,,,,Z3-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z3-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z3,,,United States,California,Ventura,Piru,Lake Piru,,422 m,EGM96,,,34.49761963,-118.7579346,34.49761963,-118.7579346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0028,n,,Dasytinae F,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0028,,,3,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",https://www.inaturalist.org/observations/150145941,,,,C8-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C8-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C8,,,United States,California,Ventura,Piru,Lake Piru,,465 m,EGM96,,,34.49782562,-118.7607651,34.49782562,-118.7607651,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0029,y,SBBG-PIRU_0029,Eleodes osculans,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,Tenebrioninae,,Amphidorini,,Eleodes,Cratidus,osculans,,Eleodes osculans,,Jose M. Flores | jcexotic,to Eleodes osculans | confirmed Eleodes osculans on iNaturalist,,,,SBBG-PIRU_,0029,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150145941,,,,C10-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C10-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C10,,,United States,California,Ventura,Piru,Lake Piru,,469 m,EGM96,,,34.49792862,-118.7606735,34.49792862,-118.7606735,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0030,n,,Dasytinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0030,,,2,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R20-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R20-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R20,,,United States,California,Ventura,Piru,Lake Piru,,436 m,EGM96,,,34.49785995,-118.7589645,34.49785995,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0031,n,,Dasytinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0031,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C18-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C18-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C18,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49811172,-118.7588348,34.49811172,-118.7588348,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0032,n,SBBG-PIRU_0023,Nyctoporis,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,Pimeliinae,,Nyctoporini,,Nyctoporis,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0023,,,,SBBG-PIRU_,0032,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z8-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z8-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z8,,,United States,California,Ventura,Piru,Lake Piru,,419 m,EGM96,,,34.49729156,-118.7587433,34.49729156,-118.7587433,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0033,n,SBBG-PIRU_0027,Ptininae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Bostrichiformia,,,,Bostrichoidea,,Ptinidae,Ptininae,,,,,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0027,,,,SBBG-PIRU_,0033,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R21-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R21-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R21,,,United States,California,Ventura,Piru,Lake Piru,,435 m,EGM96,,,34.49785995,-118.7588654,34.49785995,-118.7588654,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0034,n,,Dasytinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0034,,,2,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R4-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R4-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0035,queued,,Dasytinae G,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0035,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R6-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R6-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49768066,-118.7609253,34.49768066,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0036,y,SBBG-PIRU_0036,Tenebrionidae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,,,,,,,,,,,Jose M. Flores,to Tenebrionidae,,,,SBBG-PIRU_,0036,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150697905,,,,R6-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R6-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49768066,-118.7609253,34.49768066,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0037,y,SBBG-PIRU_0037,Phyllotreta,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Galerucinae,,Alticini,,Phyllotreta,,,,,,Jose M. Flores,to Galerucinae | to Phyllotreta on iNaturalist,,,,SBBG-PIRU_,0037,,,1,adult,pinned,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",https://www.inaturalist.org/observations/150450794,,,,R9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R9,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.49785233,-118.7607956,34.49785233,-118.7607956,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0038,y,SBBG-PIRU_0038,Scymninae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Coccinelloidea,,Coccinellidae,Scymninae,,,,,,,,,,Jose M. Flores,to Scymninae,,,,SBBG-PIRU_,0038,,,1,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",https://www.inaturalist.org/observations/150697903,,,,R9-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R9-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R9,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.49785233,-118.7607956,34.49785233,-118.7607956,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0039,n,SBBG-PIRU_0023,Nyctoporis,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,Pimeliinae,,Nyctoporini,,Nyctoporis,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0023,,,,SBBG-PIRU_,0039,,,2,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z1-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z1-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z1,,,United States,California,Ventura,Piru,Lake Piru,,420 m,EGM96,,,34.49734116,-118.7577744,34.49734116,-118.7577744,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0040,n,,Dasytinae D,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0040,,,1,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,C7-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C7-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C7,,,United States,California,Ventura,Piru,Lake Piru,,464 m,EGM96,,,34.4977951,-118.7607422,34.4977951,-118.7607422,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0041,n,,Dasytinae D,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0041,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R19-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R19-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R19,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49811172,-118.7587509,34.49811172,-118.7587509,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
